storeid,name,address,website,phone,email,map_lat,map_lng,google_placeid,filters,country,timezone
386151144,David Ezra Salon & Spa,"1255 Hamburg Turnpike, Wayne, New Jersey, 07470, United States",https://www.davidezrasalonspa.com/,(973) 617-7724,,40.960612,-74.2461287,ChIJpwk07O0Cw4kRtNzntKNRIaM,,US,America/New_York
386151145,"DAVLEI HEALING, PLLC","5800 W Peoria Ave #102, Glendale, Arizona, 85302, United States",https://www.davlei.com/,(602) 770-2870,,33.5831394,-112.1840923,ChIJyznd_NFrK4cR4H7dpm_SOWI,,US,America/Phoenix
386151146,Delacqua Salon and Spa by Edward Malina,"2027 86th St, Brooklyn, New York, 11214, United States",https://delacquasalon.com/,(718) 266-1233,,40.6043766,-73.9974536,ChIJlaCQKA9FwokRQyzNClmeljc,,US,America/New_York
386151147,DELTA HEALTH AND AESTHETICS,"219 W CHESTNUT, Marianna, Arkansas, 72360, United States",https://www.deltahealthandaesthetics.com/,(870) 771-8120,,34.7743418,-90.7648123,ChIJ_YprU1jD1IcR2jiTLa987Fc,,US,America/Chicago
386525814,DERMASTAR SKIN & LASER LLC,"352 Seventh Ave, Unit #807, New York, New York, 10001, United States",http://www.dermastarspa.com,212-386-7727,,40.748264,-73.9928419,ChIJGVfGu69ZwokRVw1Ec9ifnrs,,US,America/New_York
386525815,Desert Body Contour,"2730 S Val Vista Dr<br>Building 7, Suite 136, Gilbert, Arizona, 85296, United States",https://desertbodycontour.com/,480-571-1367,,33.3004126,-111.7565287,ChIJq6rqRHesK4cRS6C45W2SnE4,,US,America/Phoenix
390709762,Desert Zen Medical Spa and Wellness PLLC,"2480 W Happy Valley Rd, Suite 1205,, Phoenix, Arizona, 85085, United States",https://desertzen.glossgenius.com/,(602) 418-0121,,33.7152032,-112.1124033,ChIJW7kmxb1lK4cRTrcMkt56Lds,,US,America/Phoenix
386151151,Destination Day Spa,"250 Cornerstone Blvd, Hot Springs, Arkansas, 71913, United States",https://hsdestinationsdayspa.com/,(501) 525-3400,,34.4603899,-93.0593024,ChIJK08raSjVMoYRcQFEtzlRDYM,,US,America/Chicago
386151152,Detoxify Spa,"329 Sawdust Rd, Spring, Texas, 77380, United States",https://www.detoxityspa.com/,832 745 3320,,30.125743,-95.447062,ChIJNVoivTo0R4YRW95s4RN5_y8,,US,America/Chicago
386151153,Diamonds Aesthetics,"1316 Mt Saint Helens Way NE, Suite C,, Castle Rock, Washington, 98611, United States",,(360) 957-6220,,46.2876352,-122.8991626,ChIJAQBQ77wOlFQRQnIp5JAqD9M,,US,America/Los_Angeles
386151154,Diamonds Unique Wellness,"440 Ernest Barrett Pkwy #47, Kennesaw, Georgia, 30144, United States",https://diamondsuniquewellness.com,404-341-4776,,34.012755,-84.5645018,ChIJB_GMcyAV9YgRKoTegkYQoeg,,US,America/New_York
386151155,DIVAS SALON & SPA,"15501 Stoneybrook W Pkwy #100, Winter Garden, Florida, 34787, United States",http://www.divassalonandspa.com/staff.asp,+14078778898,,28.5188349,-81.6190728,ChIJ_XzeDhqE54gRHwdSpzI0kH0,,US,America/New_York
386151156,Divine Wellness Center,"231 3rd St, Marietta, Ohio, 45750, United States",https://square.site/book/LX1T5S7BQ6320/divine-wellness-llc-marietta-oh,(740) 706-0106,,39.4156361,-81.4531006,ChIJb_ImhYvLSYgRX5CRYEhUaPw,,US,America/New_York
386151157,DNA Beauty Studio,"6722 Curran street, McLean, Virginia, 22101, United States",https://www.dnabeautystudio.com/,(949) 228-3254,,38.9353477,-77.1768581,ChIJA1PRe1y1t4kRg4AhRu51wA0,,US,America/New_York
386151158,Domino Chiropractic,"11714 Farm to Market Rd 1301, Boling-Iago, Texas, 77420, United States",https://www.dominochiropractic.com/,+19792576183,,29.259431,-95.9381433,ChIJrdbXHKGnQYYRqS_9cfipYpU,,US,America/Chicago
386525816,Double EE LLC,"1568 FM 1191 N, Bryson, Texas, 76427, United States",http://tbd,(605) 770-7122,,33.1821656,-98.3761757,ChIJI_C0U5ZJUoYROJzmc7fbvb4,,US,America/Chicago
386151160,Dr. Mary Infantino Medical Aesthetics and Wellness,"68 West Main St, Oyster Bay, New York, 11771, United States",https://www.maryinfantino.com/,(516) 922-1511,,40.8725455,-73.5335506,ChIJj_zpLT-DwokROzGC9pPqIyk,,US,America/New_York
386151161,Dr. Thelma Tennie and Associates LLC,"2460 NW 114 Ave, Coral Springs, Florida, 33065, United States",https://www.drthelmatennie.com/,(888) 888-8888,,26.2613605,-80.2786922,ChIJqzbDaPYP2YgRhlRMn_NU7hQ,,US,America/New_York
386151162,Dream Body MedSpa LLC,"1001 Lootens PI Suite 300 studio 33, San Rafael, California, 94901, United States",https://dreambodymedspa.com/,(415) 317-2295,,37.9732949,-122.5261752,ChIJ5zcGC_qZhYARn-lYvErK51w,,US,America/Los_Angeles
386151163,Dream Body Spa LLC,"4870 Fairmont Drive, Graniteville, South Carolina, 29829, United States",https://dreambodyspa.com,803-522-2498,,33.5326553,-81.8503329,ChIJvSYk8rNK-IgRu5PksdS6VpA,,US,America/New_York
396018563,DrG LipoSculpture Center,"1218 El Prado Ave, Suite 134,, Torrance, California, 90501, United States",https://drglipocenter.com/,(424) 675-0958,,33.8351803,-118.3152716,ChIJETQQmbBK3YARdXGBaFIfgGI,,US,America/Los_Angeles
386525817,Driftless Aesthetics,"3143 State Road<br>Suite 200, La Crosse, Wisconsin, 54601, United States",https://driftlessaesthetics.com/,608-212-8855,,43.7920468,-91.2096157,ChIJszWlqa2q_ocRQd8BZSTyd9Q,,US,America/Chicago
386151165,Drip Drop Health & Wellness PLLC - Farmington,"12198 W Hwy 62, Suite A, Farmington, Arkansas, 72730, United States",https://dripdrophealthy.com/,(479) 485-3388,,36.0329191,-94.2643335,EisxMjE5OCBXIEh3eSA2MiBhLCBGYXJtaW5ndG9uLCBBUiA3MjczMCwgVVNBIh0aGwoWChQKEgnFnPDUZ3DJhxFZ_Bi63bwnjxIBYQ,,US,America/Chicago
386151166,Drip Drop Health & Wellness PLLC - Traumann,"311 Highway 463 S, Trumann, Arkansas, 72472, United States",https://dripdrophealthy.com/,870-418-1127,,35.675516,-90.5226984,ChIJ_ZwCE5_O1YcR0pKh0f-doho,,US,America/Chicago
386525818,Drive Wellness,"2487 S Michigan Rd <br>Suite F, Eaton Rapids, Michigan, 48827, United States",https://drivewellness.info/,517-295-3722,,42.5302768,-84.638746,EjEyNDg3IFMgTWljaGlnYW4gUmQgZiwgRWF0b24gUmFwaWRzLCBNSSA0ODgyNywgVVNBIh0aGwoWChQKEgldhr9nW7YiiBHrlHAotHxyBhIBZg,,US,America/Detroit
386151167,Dunamis Center Inc.,"748 N Market St, Redding, California, 96003, United States",https://dunamiscenter.com/,(530) 338-1157,,40.5962697,-122.3881396,ChIJl1Pp3zrt0lQRdJxK_YrJFXg,,US,America/Los_Angeles
386151168,Dupersey Property Management,"64 Annabessacook Drive, Winthrop, Maine, 04364, United States",,+12072125365,,44.2920955,-69.9791108,ChIJG_ldd_MaskwRO-oI0Jy6gkI,,US,America/New_York
386151169,Dvida Med Spa,"677 N Clark St, Chicago, Illinois, 60654, United States",https://www.dvidaspa.com/,(312) 374-3352,,41.8946783,-87.6310093,ChIJ75AHKLMsDogRBtHCLtieJNI,,US,America/Chicago
386151170,DYnaSkin MedSpa LLC,"123 Franklin Corner Road, Suite 116, Lawrenceville, New Jersey, 08648, United States",https://www.princetonpainandspine.com/,(609) 731-5088,,40.27945,-74.7158415,ChIJq6DGHmriw4kR2iNtLbNdU2U,,US,America/New_York
386151171,E-motions Sports Massage,"459 Broadway Street, Suite #204, Everett, Massachusetts, 02149, United States",http://e-motionsportsmassage.com/,(857) 261-5279,,42.349872,-71.0671866,Eh9Ccm9hZHdheSBTdCwgTWFzc2FjaHVzZXR0cywgVVNBIi4qLAoUChIJC6g3pHZ644kRts9IOxBe8i0SFAoSCf2_c-ltZeOJERwNg1U20MZF,,US,America/New_York
393488641,"E. MARTIN MAIDA, MD PA","209 S. Livingston Avenue, Livingston, New Jersey, 07039, United States",https://www.dremartinmaida.com/,973-535-2734,,40.7888642,-74.3127837,ChIJgfSsY2Kpw4kR_9Ha2hkBWo0,,US,America/New_York
386151172,Earth & Luxe LLC,"16027 Reynolds Dr,, Fort Mill, South Carolina, 29707, United States",,803-967-7677,,34.9811848,-80.8708103,EisxNjAyNyBSZXlub2xkcyBEciwgRm9ydCBNaWxsLCBTQyAyOTcwNywgVVNBIjESLwoUChIJN1KTsriDVogRNdd58IPl0KcQm30qFAoSCUVddlzBg1aIEYYu1gHGZwIT,,US,America/New_York
386525819,Ekaterina Karseko,"1283 Marcello Dr,, San Jose, California, 95131, United States",http://NA,(408) 667-8734,,37.3905841,-121.8908212,ChIJV1nkywTMj4ARo9XxST5_ZT4,,US,America/Los_Angeles
386151174,Elan Vital Medical Aesthetics,"1576 W. Deer Crest St, Suite 100, Meridian, Idaho, 83646, United States",https://www.ev-idaho.com/,(208) 607-3158,,43.6515024,-116.4135025,ChIJTZ9if19TrlQR_FX8stu_y94,,US,America/Boise
386151175,ELEMENTS NATURAL THERAPY,"3618 N 24th Street, Phoenix, Arizona, 85016, United States",http://elementsnaturaltherapy.com/index.php,(602) 451-0747,,33.4901097,-112.0305205,ChIJIfh1GpwNK4cRncnGRw-W6GQ,,US,America/Phoenix
386525820,"Elevate Direct Care, LLC","1451 W Business 380<br>Suite #3A, Decatur, Texas, 76234, United States",,940-977-3319,,33.2299209,-97.6054493,ChIJ___vyJiSTYYRQg3Ql4_FHo4,,US,America/Chicago
386151177,Elevate Health Partners INC DBA Sanova Health,"802 Magnolia Ave, Ste 102,, Corona, California, 92879, United States",,+17145535100,,33.8585545,-117.5524353,ChIJjzuiSvjH3IARUIfICS36RT4,,US,America/Los_Angeles
386151178,Elevate Wellness Institute,"5013 S Louise Ave #1121, Sioux Falls, South Dakota, 57108, United States",https://elevatewellnessinstitute.org/,(307) 760-3253,,43.4997018,-96.7728009,EjM1MDEzIFMgTG91aXNlIEF2ZSAjMTEyMSwgU2lvdXggRmFsbHMsIFNEIDU3MTA4LCBVU0EiIBoeChYKFAoSCZuyM2OTyY6HEacq7LapYx0UEgQxMTIx,,US,America/Chicago
386151179,Elevated Wellness & Aesthetics,"26267 Conifer Rd, Suite 202,, Conifer, Colorado, 80433, United States",https://www.elevatedwellnessandaesthetics.com/,(303) 900-3680,,39.5402404,-105.299491,ChIJHavgibF2a4cRU4fT3wzHwYI,,US,America/Denver
386151180,Elite Aesthetics and Medical Care LLC,"24 Star Drive, Suite A, Chillicothe, Ohio, 45601, United States",https://elitemedaesthetics.com/,(740) 851-4599,,39.3450869,-83.0389486,ChIJq6o6eGEOR4gReQivyJs3_XI,,US,America/New_York
386151181,Elite Body cryotherapy,"10692 Gandy Blvd N, Saint Petersburg, Florida, 33702, United States",https://www.elitebodycryotherapy.com/,(727) 575-7137,,27.867518,-82.6226609,ChIJOdK38vXmwogRA6dqsD8BbU8,,US,America/New_York
386525821,Elite Esthetics,"6110 NW 1st Place<br>Suite D, Gainesville, Florida, 32607, United States",https://www.vagaro.com/eliteesthetics2,+13524431675,,29.6540269,-82.4079881,ChIJ0S5h56K86IgRyLy999vxI40,,US,America/New_York
386525822,Elite Face and Body LLC,"4901 Olde Towne Parkway<br>#125, Marietta, Georgia, 03006, United States",https://www.vagaro.com/elitefaceandbody,+16789342983,,33.9694882,-84.4093158,ChIJQQOiYm0N9YgRY-Sv20A9l_8,,US,America/New_York
386151184,Elite Laser and Skin Spa,"4581 Princeton Ln #111, Lake in the Hills, Illinois, 60156, United States",https://www.elitelaserandskinspa.com/,(847) 658-5858,,42.2022819,-88.3828735,ChIJTdaVJWsTD4gRydXc4ydbbzs,,US,America/Chicago
386151185,Elite Salon & Spa,"65 Route 17 South, Hasbrouck Heights, New Jersey, 07604, United States",https://elitehairstudio.com/,(201) 288-3136,,40.8517636,-74.0746978,ChIJNa32K6r5wokR9HW9nJzXNps,,US,America/New_York
386525823,Elite Spa MA,"191 Sumner St, Newton, Massachusetts, 02459, United States",http://www.elitespama.com,(617) 675-6661,,42.331663,-71.1922581,ChIJc2QTCIJ444kR4_mh70UPYa8,,US,America/New_York
386151187,Elite Wellness,"1200 Old Skokie Valley Road, Highland Park, Illinois, 60035, United States",http://www.elitestw.com/,(847) 748-8804,,42.1746019,-87.8166699,ChIJV3EIwf_AD4gRKEkRypF7qLA,,US,America/Chicago
386525824,ELIXR IV Therapy,"175 SW 7th St Ste 1102, Miami, Florida, 33130, United States",http://elixrme.com,(786) 323-7099,,25.7679767,-80.1967082,ChIJAzdwO4W22YgRGh79J3lTb6E,,US,America/New_York
386151189,Emana Medical,"436 N. Bedford Drive , Suite 304, Beverly Hills,, California, 90210, United States",,310-878-4321,,34.0686433,-118.4054706,ChIJMavoHAi8woARL66rDFz6kJ8,,US,America/Los_Angeles
386151190,EMBELLISH SALON & SPA LLC,"5319 Foley Road, Cincinnati, Ohio, 45238, United States",http://experienceembellish.com/,+15133470555,,39.1038445,-84.618211,ChIJ2fSzJPDJQYgR1BuHQ4ju3Rs,,US,America/New_York
386151191,"Embrase Spa, LLC","161 W Wisconsin Ave Suite J-2, Pewaukee, Wisconsin, 53072, United States",https://renderrush.digital.vistaprint.io/s/2z1rk8tgaqzya1m0,(715)250-0016,,43.0968133,-88.2884932,ChIJQTnaS8ytBYgRNnapWkQ3rZQ,,US,America/Chicago
386525825,Endermologie by Kasey,"838 1/2 Foothill Blvd, La Canada Flintridge, California, 91011, United States",http://dimplefree.com,(818) 790-6556,,34.2028676,-118.1973545,ChIJkSMEg_3pwoARV2I9VLbFpjA,,US,America/Los_Angeles
387921765,Enhance U Med Spa,"13565 Dix Toledo, Southgate, Michigan, 48195, United States",http://enhanceutoday.com/,(313) 757-2737,,42.2085604,-83.1992065,ChIJS-lQSHI3O4gR9uQIHssOhLU,,US,America/Detroit
386151193,ENHANCED WELLNESS NY,"565 Route 25A, Miller Place, New York, 11764, United States",https://enhancedwellnessny.com/,(631) 849-3110,,40.9428779,-72.9810034,ChIJM1mK_RdC6IkR1FnO2X10dQw,,US,America/New_York
386151194,ESTHETICA,"21 Benedict Place, Greenwich, Connecticut, 06830, United States",https://estheticaskin.com/,+19142553020,,41.027967,-73.6275461,ChIJ7X9HZ0iYwokRpieIHHjOxlo,,US,America/New_York
386151195,Eternity Wellness,"1220 E. Kentucky Street, Louisville, Kentucky, 40204, United States",https://www.eternitywellnesscenter.com/,(502) 512-3723,,38.2360779,-85.7288035,ChIJ91VarysNaYgRXpkkk0gU8ck,,US,America/Kentucky/Louisville
386151196,ETHR Lab,"1s550 IL-83, Ste A-2, Oakbrook Terrace, Illinois, 60181, United States",https://ethr-lab.com/,(650) 669-0012,,41.8504333,-87.9583319,EjAxUzU1MCBJTC04MyBhIDIsIE9ha2Jyb29rIFRlcnJhY2UsIElMIDYwMTgxLCBVU0EiHxodChYKFAoSCd8b8JtETA6IEckx2M0yQrnyEgNhIDI,,US,America/Chicago
386151197,EVA BAY Beauty Studio,"1101 S Winchester Boulevard, O-282,, SAN JOSE, California, 95128, United States",https://evabaystudio.square.site/,(747) 577-0146,,37.3057686,-121.9513491,ChIJlcoyI9TKj4ARBeX9TnU5eUM,,US,America/Los_Angeles
386525826,Evolve Chiropractic & Recovery Lounge,"240 S Palmetto Ave, Daytona Beach, Florida, 32114, United States",http://evolvedaytonabeach.com,386-310-2385,,29.2080659,-81.0197902,ChIJ7axDD4jZ5ogRgDfutXVxmLM,,US,America/New_York
386151199,Evolve Med Spa,"5255 Buckeystown Pike, Frederick, Maryland, 21704, United States",https://evolvemedspa.com/,(973) 856-0337,,39.3749982,-77.4129997,ChIJO-BRJobZyYkR64Qdsmne3B4,,US,America/New_York
386151200,Evolve Nutrition and Yoga,"2305 Edgewood Ave, Knoxville, Tennessee, 37917, United States",https://www.evolvenutritionyoga.com/,+18658501074,,36.003554,-83.9155391,ChIJMYYBMhQWXIgRYL2RWqs5BWQ,,US,America/New_York
386151201,Excel Cryotherapy,"7600 Jefferson St NE #24, Alberquerque, New Mexico, 87109, United States",https://excelcryotherapy.com,(505) 315-8424,,35.1656394,-106.5910492,ChIJq6raHE90IocRPoAtV1Cgvyo,,US,America/Denver
386151202,EXHALA WELLNESS,"1345 Fifth St, Wenatchee, Washington, 98801, United States",https://exhalawellness.com/,509-881-5653,,47.4296547,-120.3346175,ChIJbx0ZXKTMm1QRV-_yDxhgMbc,,US,America/Los_Angeles
386151203,Exhale Tranquility Spa,"857 Scenic Dr NE, Cullman, Alabama, 35055, United States",,(256) 735-9515,,34.1918793,-86.8368388,ChIJ8RtHi_HLiYgR9V_NeJz32Rg,,US,America/Chicago
386525827,Extra Virgin Skin,"115 Pirie rd <br>Unit E, Ojai, California, 93023, United States",http://www.extravirginskin.com,805.798.5900,,34.443034,-119.2664218,ChIJh1_5DhKl6YAR35921KQzwVs,,US,America/Los_Angeles
386151205,Eyes on me hair and body spa,"395 Independence Plaza #114, Selden, New York, 11784, United States",https://www.eyesonme.life/contact-us,833-963-9968,,40.865886,-73.0530911,ChIJJenNGhBH6IkRS6jZNuM0tnQ,,US,America/New_York
386151206,FACE FORWARD Permanent Cosmetics & Aesthetics Studio,"65 Mechanic St., Suite 206, Red Bank, New Jersey, 07701, United States",https://www.faceforwardnj.com/,+17329550786,,40.3521757,-74.0624269,ChIJ6zZvqkcwwokR1M8nBxgU3OA,,US,America/New_York
386151207,Face Studio WOW,"2208 Jetson Rd Suite 100, Longview, Texas, 75605, United States",https://facestudio.zenoti.com/webstoreNew/services/c5547406-e96d-4200-b7e3-bbbc37f13178?Cetegoryid=5f01b031-f1c2-4a0b-a4d8-34409127120f,(214) 502-8591,,32.562483,-94.7070616,ChIJ9TGAkF9ANoYRR9PZjK6712Q,,US,America/Chicago
386151208,Facebody,"312 S Balsam St Suite E, Moses Lakes, Washington, 98837, United States",https://facebody.us/,(509) 431-0972,,47.1309003,-119.2754576,EiwzMTIgUyBCYWxzYW0gU3QgZSwgTW9zZXMgTGFrZSwgV0EgOTg4MzcsIFVTQSIdGhsKFgoUChIJsY8KIKU4mVQRMCMvlFfFPaoSAWU,,US,America/Los_Angeles
386151209,Fairmont Austin,"101 Red River St, Austin, Texas, 78701, United States",https://www.fairmont.com/austin/spa/fairmont-austin-spa/,(512) 524-4600,,30.2619925,-97.7386345,ChIJcUmB_qi1RIYROuI0uhVyb0s,,US,America/Chicago
386151210,FAMILY DENTAL CARE NJ LLC,"235 Wessington Ave, Garfield, New Jersey, 07026, United States",,201-655 4139,,40.8809844,-74.1134206,ChIJexM960_5wokRe-Hdw8LfEmc,,US,America/New_York
386525828,FHIIT Barre and Bodyworks LLC,"204 West Water St, Syracuse, New York, 13202, United States",http://www.fhiitbody.com,(315) 256-5847,,43.0507216,-76.1537653,ChIJH7ZRaLjz2YkRtOmOHLTs3HY,,US,America/New_York
386151212,Fire & Ice Therapies LLC dba US Cryotherapy - Walnut Creek,"7001 Sunne Ln. Suite 112, Walnut Creek, California, 94597, United States",http://www.uscryotherapy.com/location/walnut-creek/,(925) 464-2796,,37.9267525,-122.0562458,ChIJJ6QbEQxhhYARBOxkpB9YmdI,,US,America/Los_Angeles
386151213,First Look Med Spa,"540 Meadow St Extension, STE 205, Agawam, Massachusetts, 01001, United States",https://www.firstlookmedspa.com/,(413) 726-8507,,42.0813225,-72.5875594,Eik1NDAgTWVhZG93IFN0ICMyMDUsIEFnYXdhbSwgTUEgMDEwMDEsIFVTQSIfGh0KFgoUChIJacgpg5bm5okRiUtvBQ0a6e0SAzIwNQ,,US,America/New_York
386151214,Fitness Spa At Max Muscle,"3250 Dale Rd Ste M1, Modesto, California, 95356, United States",https://www.instagram.com/thefitnessspa/,+12094067572,,37.6871423,-121.0494232,ChIJ3whRaExQkIARYRSlelyUP44,,US,America/Los_Angeles
386151215,Flawless Medspa,"9418 W Lake Mead Blvd,, Las Vegas, Nevada, 89134, United States",https://www.flawlessmedspas.com/,(424) 324-5289,,36.2074357,-115.3017698,ChIJhXfmYEOVyIARlci6FCi7UpI,,US,America/Los_Angeles
390208154,Flawless Skin Boutique,"110 E Andrews Dr NW <br>Ste 203, Atlanta, Georgia, 30305, United States",http://www.flawless-skin-boutique.com,678-263-2777,,33.8428199,-84.3825828,EjAxMTAgRSBBbmRyZXdzIERyIE5XICMyMDMsIEF0bGFudGEsIEdBIDMwMzA1LCBVU0EiHxodChYKFAoSCfG-9iOJBfWIESya-yS-gwQLEgMyMDM,,US,America/New_York
386151216,Flow Cryotherapy,"311 Salinas St. Salinas, California, California, 93901, United States",https://flow-cryotherapy.com/,(831) 975-4449,,36.6734898,-121.6558959,ChIJuRoFD-r4jYARC6kui-opnrE,,US,America/Los_Angeles
386151217,Flow Spa,"508 Southard St Suite #105, Key West, Florida, 33040, United States",https://flowspakeywest.com/,+13052960772,,24.5548279,-81.8013955,ChIJ6wiPwum20YgRMnEAmzXPk9w,,US,America/New_York
386151218,Flutter and Wink INC,"13025 NE Fourth Plain Blvd #102,, Vancouver, Washington, 98682, United States",https://flutterandwink.com/,(360) 773-5509,,45.6705166,-122.5383752,ChIJb6KLwBOwlVQRqxFjxrQLCT8,,US,America/Los_Angeles
386151219,Fonte Medical Day Spa,"404 Westminster Ave, Suite 2, Newport Beach, California, 92663, United States",https://fontedayspa.net/,(949) 390-3052,,33.6256957,-117.9262757,ChIJ1WXAwAkg3YAR58Z56p2Q8wg,,US,America/Los_Angeles
386151220,FR SPA INC,"1406 El Camino Real,, Redwood City, California, 94061, United States",https://www.vagaro.com/frspaandbeauty,(628) 278-7057,,37.4812208,-122.2287942,ChIJ2_thfK6jj4ARs_lBB8I7s50,,US,America/Los_Angeles
388027154,Gaddabouts LLC,"98 Starnes Cove Road, Asheville, North Carolina, 28806, United States",https://www.gaddaboutsskincare.com/,(828) 777-9455,,35.5677891,-82.6357384,ChIJGQjpTDCMWYgRYISuXDZQAs8,,US,America/New_York
386525829,Gasquet Studio of Health,"1515 N Flagler Dr.<br>Ste 540, West Palm Beach, Florida, 33401, United States",,(504) 722-0533,,26.7265445,-80.0510711,ChIJRbVSUYDW2IgRBlLTmTY0c0Q,,US,America/New_York
386151222,Geometrica Medical Wellness,"2907 Shelter Island Dr, 2nd Floor, San Diego, California, 92106, United States",https://www.mindbodyonline.com/explore/locations/ravive-health-and-vitality-74607048,(619) 642-0477,,32.7216351,-117.2305682,EjoyOTA3IFNoZWx0ZXIgSXNsYW5kIERyIDJuZCBmbG9vciwgU2FuIERpZWdvLCBDQSA5MjEwNiwgVVNBIiUaIwoWChQKEgmr07zmoqvegBGYQdWHr0ZfjhIJMm5kIGZsb29y,,US,America/Los_Angeles
386525830,Gettin Gorgeous,"468 North Laurel Rd-Suite 1, London, Kentucky, 40741, United States",http://Kentuckycryo.com,(606) 224-4475,,37.1700911,-84.1227186,Eik0NjggTiBMYXVyZWwgUmQgIzEsIExvbmRvbiwgS1kgNDA3NDEsIFVTQSIdGhsKFgoUChIJ0R3wez8tQ4gR6pWOWP85KUcSATE,,US,America/New_York
393816301,Glow By Laser Inc.,"79 W Market St #300, Bethlehem, Pennsylvania, 18018, United States",https://glowbylaser.com/,(484) 955-5098,,40.6204744,-75.3815138,ChIJASXXMVE-xIkRLFuhCT7ikBM,,US,America/New_York
386151225,GLOW MEDSPA,"44 Main St, Suite #209, Waterville, Maine, 04901, United States",https://glowmed.org/,(207) 692-7097,,44.549152,-69.6299673,ChIJq6ru1H_jsUwRQPAoBrBn75U,,US,America/New_York
386151226,Glow TKO LLC,"2446 Lillian Miller Pkwy B STE 106, Denton, Texas, 76205, United States",,(940) 390-0855,,33.1841668,-97.1095681,EjUyNDQ2IExpbGxpYW4gTWlsbGVyIFBrd3kgYiAxMDYsIERlbnRvbiwgVFggNzYyMDUsIFVTQSIhGh8KFgoUChIJWa168CPLTYYRl0j8CStfdwkSBWIgMTA2,,US,America/Chicago
386525831,Glō Skin Bar and Medical Spa,"105C Ellett Rd, Suite 302, Chapin, South Carolina, 29036, United States",https://www.gloskinmedicalspa.com/,(803) 520-1677,,34.169411,-81.339125,ChIJAQCwpzKd-IgRqFuiuTtJ7hw,,US,America/New_York
386525832,GOAT Climb & Cryo,"351 West Chicago Avenue, Chicago, Illinois, 60654, United States",http://goatchicago.com,312-568-6821,,41.8962565,-87.637699,,,US,America/Chicago
386151228,Gold IVy Wellness LLC,"900 Straits Turnpike, Suite C, Middlebury, Connecticut, 06762, United States",https://www.goldivywellness.com/,203-806-0768,,41.534292,-73.0853282,ChIJq6p-L_3B54kRvohN4tCiVU4,,US,America/New_York
386151229,"Gray's Family Practice, INC.","381 Hill Street, Murphy, North Carolina, 28906, United States",https://graysfampractice.com/,(828) 360-3600,,35.0959121,-84.0248799,ChIJe4lPhiTiXogRuoHzrFWquKw,,US,America/New_York
386151230,Greenwich Medical Spa,"1285 E Putnam Ave, Riverside, Connecticut, 06878, United States",,(516) 984-3600,,41.0422959,-73.576298,ChIJTZjbvKSYwokRK3Q3AAP7WPk,,US,America/New_York
386151231,Grit City Wellness,"5005 Main St Suite #119, Tacome, Washington, 98407, United States",https://www.gritcitywellness.com/,+12069532801,,47.2983555,-122.5040471,ChIJoYDgPn5TkFQRdpCksSVuIPw,,US,America/Los_Angeles
386151232,Grow Your Destiny DBA Just Cryo,"30332 Esperanza,, Rancho Santa Margarita, California, 92688, United States",https://justcryo.godaddysites.com/,(949) 838-4056,,33.6328341,-117.6004375,ChIJQzMZFqHr3IARRrVnTvWTnsk,,US,America/Los_Angeles
386525833,Growing Younger Clinic,"8103 Highway 72 W<br>Suite C, Madison, Alabama, 35758, United States",https://www.growingyoungerclinic.com/,(256) 325-6398,,34.751062,-86.753205,ChIJbXO-vBdmYogR6J2gpxhtC2k,,US,America/Chicago
386151234,"Gulf Coast Aesthetics, LLC","10621 Airport Pulling Road, Suite 5, Naples, Florida, 34109, United States",https://square.site/book/ZZG54KPW23K25/gulf-coast-aesthetics-llc-naples-fl,(239) 595-0209,,26.269597,-81.7706134,ChIJhf-ATQQc24gRpdNK5AxqkPk,,US,America/New_York
386151235,Hair Saviours,"2773 Jefferson Davis Hwy, Suite 119, Stafford, Virginia, 22554, United States",https://www.hairsaviours.com/,(703) 672-0680,,38.4562889,-77.4073408,,,US,America/New_York
386151236,Hairtini Salon and Spa,"209 2nd Street, Irwin, Pennsylvania, 15642, United States",https://skintiniskincare.com/,+14129692284,,40.3337606,-79.7093618,ChIJpQ97zDPdNIgRjv7n0p96rb0,,US,America/New_York
386151237,Halo SPA,"20880 W DIXIE HIGHWAY, MIAMI, Florida, 33180, United States",https://halospacenter.com/,(786) 327-3544,,25.968555,-80.1485301,ChIJU7E8zWas2YgRz4L-pnYC5sg,,US,America/New_York
386151238,"Hampton Health, Family NP, PLLC","2543 Route 52, Hopewell Junction, New York, 12533, United States",https://hamptonhealth.org/,(347) 242-9671,,41.5535393,-73.7881098,ChIJjYd9nSlG3YkRuMatBq7dfOE,,US,America/New_York
386525834,"Hand & Stone -  St Louis Park, MN","1671 West End Blvd, St. Louis Park, Minnesota, 55416, United States",http://handandstonestlouispark.com,(952) 373-4529,,44.9663758,-93.3476064,ChIJCzL3l6M0s1IR_h3vsAqikew,,US,America/Chicago
386525835,"Hand & Stone - Addison, TX","5100 Belt Line Road<br>Ste 752, Dallas, Texas, 75254, United States",https://www.handandstoneaddison.com/,972-590-6863,,32.9515904,-96.820602,Ei01MTAwIEJlbHQgTGluZSBSZCAjNzUyLCBEYWxsYXMsIFRYIDc1MjU0LCBVU0EiHxodChYKFAoSCeXOncM7IUyGEUK_Di5bqIoMEgM3NTI,,US,America/Chicago
